	Length	Tokens	Avg Token Length	Entities	Avg Entity Length	Density	B-COM	I-COM	B-BRAND	I-BRAND	B-DEV	I-DEV	O
103	62	['in', '$NUM$', ',', 'the', 'proximal', 'femoral', 'locking', 'compression', 'plate', '$UNK$', '$UNK$', '4.5', '/', '5.0', ';', 'synthes', 'gmbh', ',', '$UNK$', ',', 'switzerland', '$UNK$', 'was', 'introduced', 'as', 'a', '$UNK$', 'stainless-steel', 'plate', ',', 'available', 'for', 'left', 'and', 'right', 'femurs', ',', 'with', 'a', 'fix', 'angled', 'locking', 'interface', 'for', 'the', '$NUM$', 'proximal', 'screws', '$UNK$', '$NUM$', ',', '$NUM$', 'and', '$NUM$', '$UNK$', 'and', '$UNK$', 'in', 'the', 'distal', 'part', '.']	4.548387096774194	['proximal', 'femoral', 'locking', 'compression', 'plate', '$UNK$', '4.5', '/', '5.0', 'synthes', 'gmbh', 'stainless-steel', 'plate', 'proximal', 'screws']	6.333333333333333	24.193548387096776	1	1	1	3	3	6	47
104	22	['the', 'assay', 'measures', 'the', 'ability', 'of', 'viable', 'cells', 'to', 'cleave', ',', 'by', 'mitochondrial', 'dehydrogenases', ',', 'the', '$UNK$', '$UNK$', 'salt', 'to', '$UNK$', '.']	4.681818181818182	[]	-1.0	0.0	0	0	0	0	0	0	22
105	12	['quality', '$UNK$', 'were', 'obtained', 'from', 'the', 'university', 'hospital', 'pharmacy', 'of', 'erlangen-nuremberg', '.']	6.5	[]	-1.0	0.0	0	0	0	0	0	0	12
106	37	['the', 'amplification', 'was', 'performed', 'in', '$NUM$', 'ml', 'reactions', 'containing', '$UNK$', 'mix', '$UNK$', 'applied', 'biosystems', ',', 'warrington', ',', 'uk', '$UNK$', ',', '5-7', 'ml', 'template', 'and', '3.2', 'mm', 'of', 'the', 'forward', '$UNK$', 'primer', 'at', '$UNK$', 'for', '$NUM$', 'cycles', '.']	4.648648648648648	['$UNK$', 'mix', 'applied', 'biosystems']	6.25	10.81081081081081	1	1	1	1	0	0	33
107	23	['the', 'frequency', 'multiplier', '$UNK$', ',', 'the', '$UNK$', 'coupler', 'and', 'the', 'three', 'receivers', 'all', 'stem', 'from', 'radiometer', 'physics', 'gmbh', ',', 'meckenheim', ',', 'germany', '.']	5.0	[]	-1.0	0.0	0	0	0	0	0	0	23
108	50	['cells', 'were', 'incubated', 'in', 'a', 'co', '$NUM$', 'free', 'incubator', 'at', '$NUM$', '8c', 'for', '$NUM$', 'h', 'to', 'allow', 'temperature', 'and', 'ph', 'equilibration', ',', 'where', 'after', 'the', 'microplate', 'with', 'cells', 'was', 'loaded', 'into', 'the', '$UNK$', 'and', 'the', 'oxygen', 'consumption', 'rate', 'of', 'each', 'well', 'was', 'measured', 'over', 'a', 'period', 'of', '$NUM$', 'min', '.']	4.38	[]	-1.0	0.0	0	0	0	0	0	0	50
109	21	['$NUM$', '$UNK$', 'homo', 'sapiens', 'chromosome', '$NUM$', 'genomic', '$UNK$', 'reference', 'assembly', 'features', 'in', 'this', 'part', 'of', 'subject', 'sequence', ':', '$UNK$', '$UNK$', '.']	5.333333333333333	[]	-1.0	0.0	0	0	0	0	0	0	21
110	63	"['a', 'nikon', '$UNK$', 'microscope', 'nikon', 'instruments', 'europe', 'b.v.', ',', 'amstelveen', ',', 'the', 'netherlands', ',', 'equipped', 'with', 'an', '$UNK$', 'lens', '$NUM$', ',', 'numerical', 'aperture', 'of', '1.49', 'with', 'oil', 'immersion', ',', 'working', 'distance', 'of', '0.12', 'mm', ',', 'and', 'refractive', 'index', 'of', 'immersion', 'oil', 'of', '1.51', 'was', 'used', 'along', 'with', 'a', '$UNK$', 'laser', 'beam', 'position', 'manipulator', 'controlled', 'using', 'the', '``', 'nikon', 'ti', 'control', ""''"", 'software', '.']"	4.761904761904762	['nikon', '$UNK$', 'microscope', 'nikon', 'instruments', 'europe', 'b.v.', '$UNK$', 'lens', '$NUM$', '$UNK$', 'laser', 'beam', 'position', 'manipulator', 'nikon', 'ti', 'control', 'software']	6.052631578947368	30.158730158730158	1	3	2	4	3	6	44
111	22	['in', 'addition', ',', 'nk', 'macs', 'contained', '$NUM$', '%', 'nk', 'macs', 'supplement', '$UNK$', '$UNK$', '$UNK$', 'biotec', ',', 'bergisch', 'gladbach', ',', 'germany', '$UNK$', '.']	4.545454545454546	['nk', 'macs', 'supplement', '$UNK$', '$UNK$', 'biotec']	5.333333333333333	27.27272727272727	1	1	1	3	0	0	16
112	23	['c-reactive', 'protein', 'was', 'measured', 'with', 'a', '$UNK$', 'reagent', 'kit', '$UNK$', 'cp', '$NUM$', ',', '$UNK$', 'laboratories', 'ltd', ',', 'crumlin', ',', 'united', 'kingdom', '$UNK$', '.']	4.739130434782608	['$UNK$', 'laboratories', 'ltd']	6.666666666666667	13.043478260869565	1	2	0	0	0	0	20
113	25	['$UNK$', 'pumps', '$UNK$', 'cma', '$NUM$', ';', 'cma', '$UNK$', 'ab', ',', 'solna', ',', 'sweden', '$UNK$', 'were', 'used', 'at', 'a', 'constant', 'flow', 'rate', 'of', '0.3', 'ml/min', '.']	3.64	['$UNK$', 'pumps', 'cma', '$NUM$', 'cma', '$UNK$', 'ab']	4.0	28.000000000000004	1	2	1	1	1	1	18
114	18	['data', 'analysis', 'data', 'were', 'analyzed', 'using', 'stats', 'direct', '$UNK$', 'stats', 'direct', 'ltd.', ',', 'cheshire', ',', 'uk', '$UNK$', '.']	4.555555555555555	['stats', 'direct', 'stats', 'direct', 'ltd.']	5.2	27.77777777777778	1	2	1	1	0	0	13
115	20	['the', '$UNK$', 'monitor', '$UNK$', '$UNK$', 'ltd.', ',', 'cambridge', ',', 'united', 'kingdom', '$UNK$', '$NUM$', 'was', 'connected', 'for', 'continuous', 'hemodynamic', 'monitoring', '.']	5.5	['$UNK$', 'monitor', '$UNK$', 'ltd.']	5.25	20.0	1	1	1	1	0	0	16
116	7	['methods', ':', 'animal', 'studies', 'animal', 'husbandry', '.']	5.285714285714286	[]	-1.0	0.0	0	0	0	0	0	0	7
117	39	['the', 'samples', 'were', 'reacted', 'with', 'chromium', 'oxide', 'and', 'silvered', 'copper', 'oxide', 'at', '$NUM$', '$UNK$', ',', 'the', 'oxides', 'were', 'removed', ',', 'and', 'n', '$NUM$', 'and', 'co', '$NUM$', 'were', 'trapped', 'and', 'separated', 'on', 'a', '$UNK$', 'gc', 'column', 'before', 'the', 'irms', '.']	4.256410256410256	[]	-1.0	0.0	0	0	0	0	0	0	39
118	60	['materials', 'and', 'methods', 'materials', 'three', 'different', 'formulations', 'for', 'inhalation', 'of', '$UNK$', 'sodium', 'were', 'tested', ':', '$UNK$', '$NUM$', '$UNK$', 'ml', '$UNK$', 'batch', '$NUM$', '$UNK$', 'and', '$UNK$', '$NUM$', '$UNK$', 'ml', '$UNK$', 'batch', '$NUM$', '$UNK$', '$UNK$', 'pari', 'pharma', 'gmbh', ',', 'starnberg', ',', 'de', '$UNK$', 'and', '$UNK$', '$NUM$', '$UNK$', 'ml', '$UNK$', 'batch', '$UNK$', '$UNK$', '$UNK$', 'profile', 'pharma', 'ltd', ',', 'chichester', ',', 'uk', '$UNK$', '.']	4.766666666666667	['pari', 'pharma', 'gmbh', 'profile', 'pharma', 'ltd']	5.0	10.0	2	4	0	0	0	0	54
119	21	['$UNK$', 'the', 'patient', 'was', 'instructed', 'to', 'look', 'through', 'an', 'eyepiece', 'with', 'one', 'eye', ',', 'while', 'the', 'other', 'eye', 'was', 'patched', '.']	4.238095238095238	[]	-1.0	0.0	0	0	0	0	0	0	21
120	25	['6,7', 'corresponding', 'slides', 'were', 'digested', 'using', 'proteinase', 'k', '$UNK$', 'roche', 'diagnostics', 'gmbh', ',', 'mannheim', ',', 'germany', '$UNK$', 'overnight', 'before', 'dna', 'extraction', 'using', 'standard', 'methods', '.']	5.84	['roche', 'diagnostics', 'gmbh']	6.666666666666667	12.0	1	2	0	0	0	0	22
121	44	['we', 'measured', 'hct', 'as', 'the', 'volume', 'of', 'packed', 'rbcs', 'relative', 'to', 'total', 'blood', 'volume', 'in', 'a', '$UNK$', 'capillary', 'tube', 'that', 'was', 'spun', 'at', '13,600', 'g', 'for', '$NUM$', 'min', 'in', 'a', '$UNK$', 'centrifuge', '$UNK$', 'lw', 'scientific', 'inc.', ',', 'lawrenceville', ',', 'ga', ',', 'usa', '$UNK$', '.']	4.090909090909091	['$UNK$', 'capillary', 'tube', '$UNK$', 'centrifuge', 'lw', 'scientific', 'inc.']	6.125	18.181818181818183	1	2	1	0	2	2	36
122	9	['the', 'residual', 'activities', 'were', 'plotted', 'versus', 'urea', 'concentration', '.']	6.222222222222222	[]	-1.0	0.0	0	0	0	0	0	0	9
123	64	['in', 'this', 'context', ',', 'consideration', 'could', 'probably', 'be', 'given', 'to', 'meeting', 'the', 'needs', 'of', 'patient', 'subpopulations', 'with', 'a', 'particular', 'disease', 'modality', 'that', 'is', 'best', 'treated', 'by', 'inhalation', ',', 'as', 'has', 'begun', 'recently', 'with', 'a', 'range', 'of', 'different', 'jet', 'nebulizers', 'designed', 'with', 'features', 'specifically', 'for', 'use', 'by', 'infants', ',', 'toddlers', 'and', 'preschool', 'children', '$UNK$', 'lc', '$UNK$', '-', 'sprint', ',', 'pari', 'gmbh', ',', 'germany', '$UNK$', '.']	4.953125	['jet', 'nebulizers', 'lc', '$UNK$', '-', 'sprint', 'pari', 'gmbh']	4.375	12.5	1	1	1	3	1	1	56
124	32	['the', 'electrospray', 'ionization', '$UNK$', 'esi', '$UNK$', 'mass', 'spectrometry', 'experiments', 'were', 'performed', 'on', 'an', '$UNK$', '$UNK$', '$UNK$', 'thermo', 'finnigan', 'ltd.', ',', 'hertfordshire', ',', 'uk', '$UNK$', ',', 'low', 'flow', ',', 'and', 'mass', 'spectrometer', '.']	5.1875	['$UNK$', '$UNK$', 'thermo', 'finnigan', 'ltd.', 'mass', 'spectrometer']	6.285714285714286	21.875	1	2	1	1	1	1	25
125	17	['$UNK$', 'xf', 'and', '$UNK$', 'm', 'were', 'purchased', 'from', 'packard', 'instrument', 'b.v.', '$UNK$', 'groningen', ',', 'netherlands', '$UNK$', '.']	5.0588235294117645	['$UNK$', 'xf', '$UNK$', 'm', 'packard', 'instrument', 'b.v.']	4.857142857142857	41.17647058823529	1	2	2	2	0	0	10
126	39	['$UNK$', 'methods', 'we', 'assessed', 'changes', 'in', 'fl', 'uid', 'balance', 'and', 'performed', 'daily', 'bia', '$UNK$', 'using', 'a', '$UNK$', '$UNK$', '$UNK$', ';', '$UNK$', 'international', 'ltd', ',', 'uk', '$UNK$', 'over', '$NUM$', 'days', 'in', 'consecutive', 'icu', 'admissions', 'with', 'los', '>', '$NUM$', 'hours', '.']	4.538461538461538	['$UNK$', '$UNK$', '$UNK$', '$UNK$', 'international', 'ltd']	6.0	15.384615384615385	1	2	1	2	0	0	33
127	82	['physiological', 'experiments', 'were', 'performed', 'in', '$NUM$', 'ml', 'minimal', 'medium', '$UNK$', 'ph', '5.2', '$UNK$', 'containing', '1.6', 'g', 'l', '-1', 'nh', '$NUM$', 'cl', ',', '0.5', 'g', 'l', '-1', 'kh', '$NUM$', 'po', '$NUM$', ',', '0.2', 'g', 'l', '-1', '$UNK$', '$NUM$', ',', '0.17', 'g', 'l', '-1', '$UNK$', '$NUM$', 'and', '$NUM$', 'g', 'l', '-1', 'of', 'varying', 'carbon', 'sources', 'such', 'as', 'xylan', 'from', 'birch', 'wood', '$UNK$', 'carl', 'roth', 'gmbh', ',', 'germany', '$UNK$', ',', 'glucose', 'and', 'xylose', 'in', '$NUM$', 'ml', 'erlenmeyer', 'flasks', 'at', '$NUM$', '$UNK$', 'and', '$NUM$', 'rpm', '.']	3.817073170731707	['birch', 'wood', 'carl', 'roth', 'gmbh', 'erlenmeyer', 'flasks']	5.285714285714286	8.536585365853659	1	2	0	0	2	2	75
128	25	['spatial', 'co-ordinates', 'for', 'the', 'determination', 'of', 'kinematic', 'data', 'were', 'collected', 'using', 'an', '$UNK$', '$UNK$', '$UNK$', 'system', '$UNK$', '$UNK$', ',', '$UNK$', 'gmbh', ',', 'germany', '$UNK$', '.']	5.12	['$UNK$', '$UNK$', '$UNK$', 'system', '$UNK$']	5.2	20.0	1	0	1	3	0	0	20
129	29	['samples', 'were', 'analysed', 'using', 'a', 'pdz', 'europa', '$UNK$', 'elemental', 'analyzer', 'interfaced', 'to', 'a', 'pdz', 'europa', '20-20', 'isotope', 'ratio', 'mass', 'spectrometer', '$UNK$', '$UNK$', 'ltd.', ',', 'cheshire', ',', 'uk', '$UNK$', '.']	4.931034482758621	['pdz', 'europa', '$UNK$', 'elemental', 'analyzer', 'pdz', 'europa', '20-20', 'isotope', 'ratio', 'mass', 'spectrometer', '$UNK$', 'ltd.']	5.857142857142857	48.275862068965516	1	1	2	4	2	4	15
130	25	['group', 'd', 'received', '$UNK$', '$UNK$', 'nembutal', ';', 'abbot', 'bv', ',', 'amstelveen', ',', 'the', 'netherlands', '$UNK$', 'diluted', 'to', '$NUM$', 'mg/ml', 'injected', 'into', 'an', 'ear', 'vein', '.']	4.48	['abbot', 'bv']	3.5	8.0	1	1	0	0	0	0	23
131	45	['hindlimb', 'ischemia', 'was', 'induced', 'by', '$UNK$', 'the', 'right', 'femoral', 'artery', 'and', 'blood', 'flow', 'of', 'the', 'ischemic', 'limb', 'was', 'estimated', 'with', 'a', 'laser', 'doppler', 'perfusion', 'imager', '$UNK$', '$UNK$', ';', 'moor', 'instruments', 'ltd.', ',', 'devon', ',', 'uk', '$UNK$', 'to', 'confirm', 'the', 'angiogenic', 'effect', 'of', '$UNK$', 'mice', '.']	4.688888888888889	['laser', 'doppler', 'perfusion', 'imager', '$UNK$', 'moor', 'instruments', 'ltd.', ',']	5.777777777777778	20.0	1	3	0	0	2	3	36
132	36	['the', 'two', 'sample', 'fractions', 'were', 'each', 'partitioned', 'at', 'ph', '$NUM$', 'against', 'an', 'equal', 'volume', 'of', '$UNK$', ',', 'which', 'was', 'back', 'washed', 'against', 'h', '$NUM$', 'o', 'and', 'then', 'reduced', 'to', 'dryness', 'by', 'rotary', 'evaporation', 'at', '$UNK$', '.']	4.416666666666667	[]	-1.0	0.0	0	0	0	0	0	0	36
133	33	['$UNK$', 'eps', '$UNK$', '$NUM$', 'mg', '$UNK$', 'was', 'dissolved', 'in', '0.5', 'ml', '$UNK$', 'water', ',', 'heated', 'to', '$UNK$', 'for', '$NUM$', 'min', 'and', 'allowed', 'to', 'cool', 'to', 'room', 'temperature', '$UNK$', '$NUM$', '+', '28c', '$UNK$', '.']	4.0	[]	-1.0	0.0	0	0	0	0	0	0	33
134	16	['data', 'are', 'expressed', 'as', 'the', 'percentage', 'of', 'gel', 'area', 'compared', 'with', 'the', 'original', 'gel', 'size', '.']	4.4375	[]	-1.0	0.0	0	0	0	0	0	0	16
135	25	['all', 'primers', 'were', 'validated', 'against', 'a', 'standard', 'complementary', 'dna', '$UNK$', 'cdna', '$UNK$', 'biobank', '$UNK$', '$UNK$', '$UNK$', 'to', 'ensure', 'adequate', 'amplification', 'and', 'single', '$UNK$', 'products', '.']	5.72	[]	-1.0	0.0	0	0	0	0	0	0	25
136	11	['$UNK$', 'gould', 'electronics', 'inc.', ',', 'chandler', ',', 'az', ',', 'usa', '.']	3.8181818181818183	['gould', 'electronics', 'inc.']	6.666666666666667	27.27272727272727	1	2	0	0	0	0	8
137	46	['for', 'each', 'specimen', ',', '$NUM$', 'ml', 'of', 'the', 'ejaculate', 'remaining', 'after', 'the', 'analyses', 'already', 'described', 'in', 'this', 'paragraph', 'was', 'removed', 'with', 'an', 'ordinary', '$UNK$', 'pipette', 'and', 'then', 'mixed', 'with', '$NUM$', 'ml', 'of', '$UNK$', '$UNK$', '0.1', 'm', '$UNK$', 'to', 'stop', 'the', 'biochemical', 'processes', 'involved', 'in', 'liquefaction', '.']	4.891304347826087	['$UNK$', 'pipette']	6.0	4.3478260869565215	0	0	0	0	1	1	44
138	46	['the', 'prepared', 'specimens', 'were', 'mounted', 'on', 'aluminum', 'stubs', ',', '$UNK$', 'at', '$NUM$', 'ma', 'for', '$NUM$', 'min', '$UNK$', 'unit', 'e500', ',', 'polaron', 'equipment', 'ltd.', ',', 'watford', ',', 'uk', '$UNK$', 'and', 'analyzed', 'under', 'sem', '$UNK$', '$NUM$', 'vp', ',', 'leo', 'electron', 'microscopy', 'ltd.', ',', 'cambridge', ',', 'uk', '$UNK$', '.']	4.304347826086956	['unit', 'e500', 'polaron', 'equipment', 'ltd.', '$NUM$', 'vp', 'leo', 'electron', 'microscopy', 'ltd.']	5.454545454545454	23.91304347826087	2	5	2	2	0	0	35
139	27	['albumin', 'was', 'measured', 'in', 'urine', 'using', 'a', 'commercially', 'available', '$UNK$', 'assay', 'containing', 'antibody', 'specific', 'for', 'human', 'albumin', '$UNK$', '$UNK$', 'laboratories', 'ltd', ',', 'crumlin', ',', 'uk', '$UNK$', '.']	5.37037037037037	['$UNK$', 'laboratories', 'ltd']	6.666666666666667	11.11111111111111	1	2	0	0	0	0	24
140	37	['recording', 'of', 'the', 'pupil', 'diameter', 'in', 'darkness', 'by', 'near-infrared', 'tv', '$UNK$', 'television', '$UNK$', '$UNK$', 'was', 'performed', '$NUM$', 'minutes', 'after', 'dark', 'adaptation', 'using', 'the', 'compact', 'integrated', '$UNK$', '$UNK$', 'amtech', 'gmbh', ',', 'weinheim', '$UNK$', 'in', 'a', 'standardized', 'way', '.']	5.405405405405405	['integrated', '$UNK$', 'amtech', 'gmbh']	6.25	10.81081081081081	1	1	0	0	1	1	33
141	25	['$UNK$', 'was', 'performed', 'by', 'adding', '$NUM$', '$UNK$', 'of', 'protein', '$UNK$', 'beads', '$UNK$', 'amersham', '$UNK$', 'equilibrated', 'in', '$NUM$', 'mm', '$UNK$', 'buffer', '$UNK$', 'ph', '8.0', '$UNK$', '.']	4.8	['amersham']	8.0	4.0	1	0	0	0	0	0	24
142	40	['photosynthesis', 'under', 'the', 'saturation', 'intensity', '$UNK$', 'about', '$NUM$', '$UNK$', 'photons', 'm', '-2', 's', '-1', '$UNK$', 'and', 'respiration', 'versus', 'temperature', 'responses', 'were', 'measured', 'at', '$NUM$', ',', '$NUM$', ',', '$NUM$', ',', '$NUM$', ',', '$NUM$', ',', '$NUM$', 'and', '$NUM$', '$UNK$', ',', 'respectively', '.']	4.875	[]	-1.0	0.0	0	0	0	0	0	0	40
143	29	['pcr', 'was', 'performed', 'with', 'specific', 'primers', 'using', '$NUM$', 'ng', 'of', 'the', '$UNK$', 'genomic', 'dna', 'as', 'templates', 'and', '$UNK$', 'msp', 'kit', '$UNK$', 'qiagen', 'gmbh', ',', 'hilden', ',', 'germany', '$UNK$', '.']	4.379310344827586	['$UNK$', 'msp', 'kit', 'qiagen', 'gmbh']	4.2	17.24137931034483	1	1	1	2	0	0	24
144	57	['references', 'elisa', 'and', 'multiplex', 'analyses', 'serum', 'levels', 'of', 'the', 'following', 'endothelial', 'markers', 'were', 'measured', 'by', 'elisa', ':', '$UNK$', '$UNK$', 'soluble', '$UNK$', ',', '$UNK$', ',', '$UNK$', ',', 'france', '$UNK$', ',', 'suppressor', 'of', '$UNK$', '$UNK$', 'st2', '$UNK$', ',', '$UNK$', '$UNK$', 'r&d', 'systems', 'europe', 'ltd', ',', 'abingdon', ',', 'uk', '$UNK$', 'and', 'vascular', 'endothelial', 'growth', 'factor', '$UNK$', 'r&d', 'systems', '$UNK$', '.']	4.859649122807017	['elisa', ':', '$UNK$', 'soluble', '$UNK$', 'r&d', 'systems', 'europe', 'ltd', 'r&d', 'systems']	4.7272727272727275	19.298245614035086	3	5	2	1	0	0	46
145	24	['flow', 'cytometry', 'was', 'performed', 'on', 'a', 'dako', 'cyan', 'adp', 'platform', '$UNK$', '$UNK$', 'ltd.', ',', 'uk', '$UNK$', 'and', 'analyzed', 'using', 'summit', 'v4', '.3', 'software', '.']	4.333333333333333	['dako', 'cyan', 'adp', 'platform', '$UNK$', 'ltd.', 'summit', 'v4', '.3', 'software']	4.6	41.66666666666667	1	1	2	3	2	1	14
146	25	[',', 'alken', ',', 'belgium', '$UNK$', 'and', 'loaded', 'into', 'the', 'freeze', 'dryer', '$UNK$', 'model', '$UNK$', 'gt4', ',', 'gea', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', '$UNK$', '.']	3.88	['freeze', 'dryer', '$UNK$', 'gt4', 'gea', '$UNK$', 'gmbh', ',']	4.0	32.0	1	3	1	1	1	1	17
147	49	['after', 'removal', 'of', 'the', 'solvent', 'in', '$UNK$', ',', 'the', 'catalyst', 'precursor', 'was', 'calcined', 'for', '$NUM$', 'h', 'at', '$NUM$', '8c', 'in', 'a', 'muffle', 'furnace', '$UNK$', 'mls', '$NUM$', 'pyro', ';', 'mls', 'gmbh', ',', 'leutkirch', ',', 'germany', '$UNK$', ',', 'to', 'afford', 'a', 'catalyst', 'with', 'a', 'loading', 'of', '$NUM$', 'wt', '%', 'pd', '.']	3.836734693877551	['$UNK$']	5.0	2.0408163265306123	0	0	1	0	0	0	48
148	32	['fungal', 'genomic', 'dna', 'was', 'isolated', 'as', 'described', 'by', 'cenis', '$UNK$', '$NUM$', '$UNK$', 'and', 'plasmid', 'dna', 'was', 'isolated', 'using', 'a', 'plasmid', 'dna', 'preparation', 'kit', '$UNK$', 'qiagen', 'gmbh', ',', 'hilden', ',', 'germany', '$UNK$', '.']	4.6875	['plasmid', 'dna', 'preparation', 'kit', 'qiagen', 'gmbh']	5.666666666666667	18.75	1	1	1	3	0	0	26
149	17	['acknowledgement', 'alexander', 'geurts', 'was', 'supported', 'by', 'an', 'unrestricted', 'grant', 'from', 'ipsen', '$UNK$', 'bv', 'in', 'the', 'netherlands', '.']	5.647058823529412	['ipsen', '$UNK$', 'bv']	4.0	17.647058823529413	1	2	0	0	0	0	14
150	7	['$UNK$', '$UNK$', 'university', 'of', 'alberta', '$UNK$', '.']	5.0	[]	-1.0	0.0	0	0	0	0	0	0	7
151	38	['the', 'samples', 'were', 'examined', 'under', 'the', 'condition', 'of', 'low', 'vacuum', 'with', 'a', 'secondary', 'electron', 'detector', 'at', '$NUM$', 'kv', 'using', 'sem', '$UNK$', '$UNK$', ',', '$UNK$', ',', 'japan', '$UNK$', 'at', 'various', 'magnifications', '$UNK$', 'wang', 'et', 'al.', ',', '$UNK$', '$UNK$', '.']	4.552631578947368	['$UNK$', '$UNK$']	5.0	5.263157894736842	1	0	1	0	0	0	36
152	82	['entrapment', 'efficiency', 'and', 'drug', 'loading', 'capacity', 'entrapment', 'efficiency', '$UNK$', 'ee', '%', '$UNK$', 'and', 'drug', 'loading', 'capacity', '$UNK$', 'dl', '%', '$UNK$', 'of', '$UNK$', 'were', 'calculated', 'as', 'previously', 'described', '$NUM$', 'dl', '%', '$UNK$', 'ptx', '$UNK$', '=', 'content', 'of', 'ptx', 'entrapped', 'in', 'nanoparticles', 'weight', 'of', 'nanoparticles', '$UNK$', '$NUM$', 'particle', 'size', 'and', 'zeta', 'potential', 'the', 'mean', 'diameter', 'and', '$UNK$', 'of', '$UNK$', 'were', 'measured', 'at', '$NUM$', 'o', 'c', 'by', 'a', '$NUM$', '$UNK$', 'nano', 'zs', '$UNK$', 'malvern', 'instruments', ',', 'ltd.', ',', 'malvern', ',', 'worcestershire', ',', 'uk', '$UNK$', '.']	4.865853658536586	['$UNK$', 'nano', 'zs', 'malvern', 'instruments', ',', 'ltd.']	4.857142857142857	8.536585365853659	1	3	1	2	0	0	75
153	24	['analysis', 'and', 'data', 'presentation', 'data', 'were', 'displayed', 'using', 'chart', 'runner', ',', 'version', '3.0', '$UNK$', 'pq', 'systems', 'europe', 'ltd', ',', 'formby', ',', 'uk', '$UNK$', '.']	4.583333333333333	['$UNK$']	5.0	4.166666666666666	1	0	0	0	0	0	23
154	40	['$UNK$', 'i', '$UNK$', 'promega', 'gmbh', ',', 'mannheim', ',', 'germany', '$UNK$', 'restriction', 'digest', 'of', '$NUM$', 'colony', 'pcr', 'products', 'indicated', 'the', 'presence', 'of', 'seven', 'different', 'clones', '$UNK$', '$NUM$', 'type', 'a', ',', '$NUM$', 'b', ',', '$NUM$', 'c', ',', 'and', '$NUM$', '$UNK$', '$UNK$', '.']	4.4	['promega', 'gmbh', 'pcr']	4.666666666666667	7.5	2	1	0	0	0	0	37
155	21	[',', 'canada', '$UNK$', 'and', 'an', '$UNK$', '$UNK$', 'radon', 'monitor', '$UNK$', '$UNK$', 'gmbh', ',', 'germany', '$UNK$', 'as', 'a', 'reference', 'were', 'used', '.']	4.142857142857143	['$UNK$', '$UNK$', 'radon', 'monitor', '$UNK$', 'gmbh']	5.166666666666667	28.57142857142857	1	1	1	3	0	0	15
156	33	['subsequently', ',', 'the', 'plant', 'material', 'was', 'homogenized', 'to', 'powder', 'using', 'cutting', 'mill', '$UNK$', '$NUM$', '$UNK$', 'fritsch', ',', 'gmbh', ',', 'idar-oberstein', ',', 'germany', '$UNK$', 'and', 'stored', 'in', 'plastic', 'bags', 'prior', 'to', 'the', 'analyses', '.']	4.9393939393939394	['cutting', 'mill', '$UNK$', '$NUM$', 'fritsch']	5.6	15.151515151515152	1	0	1	1	1	1	28
157	22	['materials', 'and', 'methods', 'the', '$UNK$', '$UNK$', 'knee', 'prosthesis', 'was', 'developed', 'in', '$NUM$', 'by', 'waldemar', 'link', 'gmbh', '$UNK$', 'hamburg', ',', 'germany', '$UNK$', '.']	4.954545454545454	['$UNK$', '$UNK$', 'knee', 'prosthesis', 'waldemar', 'link', 'gmbh']	5.714285714285714	31.818181818181817	1	2	1	0	1	2	15
158	24	['the', 'concentrations', 'of', 'dhea', ',', '$UNK$', '$UNK$', '$UNK$', '$UNK$', 'and', 'androstenedione', 'were', 'determined', 'by', 'ria', 'methods', '$UNK$', '$UNK$', ',', 'marseille', ',', 'france', '$UNK$', '.']	5.041666666666667	['$UNK$']	5.0	4.166666666666666	1	0	0	0	0	0	23
159	69	['mascot', 'settings', 'were', 'as', 'follows', ':', 'precursor', 'mass', 'tolerance', ',', '$NUM$', 'ppm', ';', 'fragment', 'mass', 'tolerance', ',', '0.5', 'da', ';', 'maximum', 'missed', 'cleavage', 'sites', ',', '$NUM$', ';', 'ion', 'score', 'or', 'expected', 'cut-off', ',', '$NUM$', ';', 'significance', 'threshold', ',', 'p', '<', '0.01', ';', 'cysteine', '$UNK$', '$UNK$', '$UNK$', '$UNK$', 'was', 'chosen', 'as', 'fixed', 'posttranslational', 'modification', '$UNK$', 'ptm', '$UNK$', ',', 'whereas', 'methionine', 'oxidation', '$UNK$', '$UNK$', '$UNK$', 'was', 'chosen', 'as', 'variable', 'ptm', '.']	4.826086956521739	[]	-1.0	0.0	0	0	0	0	0	0	69
160	54	['the', 'reaction', 'was', 'carried', 'out', 'in', '$NUM$', 'ml', 'volumes', 'containing', '0.3', 'mg/ml', 'bsa', '$UNK$', 'bovine', 'serum', 'albumin', '$UNK$', ',', '$NUM$', 'mm', '$UNK$', ',', '0.5', 'mm', 'of', 'each', 'primer', ',', '0.02', 'u', 'phusion', 'high-fidelity', 'dna', 'polymerase', '$UNK$', '$UNK$', 'oy', ',', 'espoo', ',', 'finland', '$UNK$', 'and', '5x', 'phusion', 'hf', 'buffer', 'containing', '1.5', 'mm', '$UNK$', '$NUM$', '.']	4.37037037037037	['phusion', 'high-fidelity', 'dna', 'polymerase', '$UNK$', 'oy', 'phusion', 'hf', 'buffer']	6.111111111111111	16.666666666666664	1	1	2	5	0	0	45
